Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time.1,Playing Time.2,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,Unnamed: 33_level_0,Season,Team_Scraping,Playing Time.3
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Enzo Fernández,ar ARG,MF,22,,40,36,3083.0,7.0,3.0,10.0,6.0,1.0,2.0,10.0,0.0,6.2,4.6,3.4,8.0,52.0,210.0,54.0,0.2,0.09,0.29,0.18,0.26,0.25,0.14,0.39,0.19,0.33,Matches,2023-2024,Chelsea,34.3
Thiago Silva,br BRA,DF,38,,38,33,3047.0,4.0,1.0,5.0,4.0,0.0,0.0,6.0,0.0,0.8,0.8,1.0,1.8,2.0,102.0,5.0,0.12,0.03,0.15,0.12,0.15,0.03,0.04,0.06,0.03,0.06,Matches,2023-2024,Chelsea,33.9
Đorđe Petrović,rs SRB,GK,23,,31,30,2767.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,30.7
Raheem Sterling,eng ENG,"FW,MF",28,,43,31,2751.0,10.0,8.0,18.0,10.0,0.0,1.0,8.0,0.0,6.5,6.5,4.5,11.0,120.0,78.0,242.0,0.33,0.26,0.59,0.33,0.59,0.29,0.2,0.5,0.29,0.5,Matches,2023-2024,Chelsea,30.6
Malo Gusto,fr FRA,DF,20,,37,26,2499.0,0.0,9.0,9.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.0,0.32,0.32,0.0,0.32,0.05,0.22,0.27,0.05,0.27,Matches,2023-2024,Chelsea,27.8
Levi Colwill,eng ENG,DF,20,,32,27,2433.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.3,1.3,1.2,2.5,23.0,73.0,27.0,0.04,0.04,0.07,0.04,0.07,0.06,0.06,0.12,0.06,0.12,Matches,2023-2024,Chelsea,27.0
Marc Cucurella,es ESP,DF,25,,26,25,2228.0,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,1.1,1.1,1.1,2.2,31.0,50.0,73.0,0.04,0.08,0.12,0.04,0.12,0.06,0.05,0.11,0.06,0.11,Matches,2023-2024,Chelsea,24.8
Mykhailo Mudryk,ua UKR,FW,22,,41,23,2042.0,7.0,2.0,9.0,7.0,0.0,0.0,7.0,0.0,4.4,4.4,4.1,8.5,92.0,45.0,139.0,0.31,0.09,0.4,0.31,0.4,0.25,0.23,0.48,0.25,0.48,Matches,2023-2024,Chelsea,22.7
Robert Sánchez,es ESP,GK,25,,21,21,1883.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,20.9
Benoît Badiashile,fr FRA,DF,22,,22,19,1694.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.3,0.3,1.5,1.8,3.0,46.0,3.0,0.05,0.05,0.11,0.05,0.11,0.02,0.1,0.12,0.02,0.12,Matches,2023-2024,Chelsea,18.8
Noni Madueke,eng ENG,FW,21,,34,19,1591.0,8.0,3.0,11.0,6.0,2.0,2.0,2.0,0.0,2.5,1.7,2.6,4.3,76.0,52.0,136.0,0.45,0.17,0.62,0.34,0.51,0.21,0.23,0.44,0.14,0.37,Matches,2023-2024,Chelsea,17.7
Trevoh Chalobah,eng ENG,DF,24,,17,13,1230.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,5.0,31.0,9.0,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.02,0.02,0.02,Matches,2023-2024,Chelsea,13.7
Ben Chilwell,eng ENG,DF,26,,21,13,1172.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.2,1.2,2.2,3.4,22.0,25.0,59.0,0.0,0.08,0.08,0.0,0.08,0.14,0.26,0.41,0.14,0.41,Matches,2023-2024,Chelsea,13.0
Armando Broja,al ALB,FW,21,,19,8,728.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.4,2.4,0.2,2.5,11.0,6.0,37.0,0.25,0.0,0.25,0.25,0.25,0.47,0.03,0.5,0.47,0.5,Matches,2023-2024,Chelsea,8.1
Lesley Ugochukwu,fr FRA,MF,19,,15,6,571.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1,0.1,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2023-2024,Chelsea,6.3
Christopher Nkunku,fr FRA,"FW,MF",25,,14,2,553.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.3,2.3,0.2,2.5,10.0,19.0,35.0,0.49,0.0,0.49,0.49,0.49,0.47,0.05,0.52,0.47,0.52,Matches,2023-2024,Chelsea,6.1
Reece James,eng ENG,DF,23,,11,6,479.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.3,0.3,1.7,2.1,19.0,21.0,35.0,0.0,0.38,0.38,0.0,0.38,0.07,0.37,0.44,0.07,0.44,Matches,2023-2024,Chelsea,5.3
Alfie Gilchrist,eng ENG,DF,19,,17,5,435.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,7.0,4.0,0.21,0.0,0.21,0.21,0.21,0.14,0.0,0.14,0.14,0.14,Matches,2023-2024,Chelsea,4.8
Ian Maatsen,nl NED,"FW,MF",21,,15,3,416.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.1,0.9,9.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.35,0.04,0.39,0.35,0.39,Matches,2023-2024,Chelsea,4.6
Carney Chukwuemeka,eng ENG,"MF,FW",19,,12,2,261.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.2,0.2,0.3,0.5,4.0,12.0,19.0,0.69,0.34,1.03,0.69,1.03,0.06,0.13,0.19,0.06,0.19,Matches,2023-2024,Chelsea,2.9
Bashir Humphreys,eng ENG,DF,20,,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Chelsea,1.0
Cesare Casadei,it ITA,"FW,MF",20,,11,0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,2023-2024,Chelsea,0.9
Mason Burstow,eng ENG,FW,19,,3,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.8
Diego Moreira,pt POR,"DF,MF",18,,1,1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Chelsea,0.5
Roméo Lavia,be BEL,MF,19,,1,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.4
Deivid Washington,br BRA,"DF,FW",18,,3,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,3.23,3.23,Matches,2023-2024,Chelsea,0.3
Leo Castledine,eng ENG,MF,17,,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Chelsea,0.1
Joshua Acheampong,eng ENG,DF,17,,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.1
Alex Matos,eng ENG,MF,18,,2,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.1
Michael Golding,eng ENG,MF,17,,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2023-2024,Chelsea,0.0
Jimi Tauriainen,eng ENG,FW,19,,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Chelsea,0.0
Marcus Bettinelli,eng ENG,GK,31,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,0.0
Billy Gee,eng ENG,MF,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Ted Curd,eng ENG,GK,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Max Merrick,eng ENG,GK,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Harrison Murray-Campbell,eng ENG,DF,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Dylan Williams,eng ENG,"DF,MF",19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Ishé Samuels-Smith,eng ENG,DF,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Lucas Bergström,fi FIN,GK,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Zak Sturge,eng ENG,DF,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Teddy Sharman,eng ENG,GK,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Kiano Dyer,eng ENG,MF,16,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Joshua Brooking,eng ENG,DF,20,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Tyrique George,eng ENG,FW,17,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Eddie Beach,wls WAL,GK,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Ollie Harrison,eng ENG,MF,15,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Ronnie Stutter,eng ENG,FW,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Andrey Santos,br BRA,MF,19,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Chelsea,
Player,Nation,Pos,Age,,MP,Starts,Min,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,90s
Julian Weigl,de GER,MF,29-260,,35,35,3061.0,0.0,2.0,2.0,0.0,0.0,1.0,9.0,0.0,0.7,0.7,1.1,1.9,11.0,122.0,9.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,Matches,2024-2025,Gladbach,34.0
Ko Itakura,jp JPN,DF,28-119,,33,33,2970.0,4.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,1.6,1.6,0.8,2.5,23.0,69.0,5.0,0.12,0.0,0.12,0.12,0.12,0.05,0.03,0.08,0.05,0.08,Matches,2024-2025,Gladbach,33.0
Tim Kleindienst,de GER,FW,29-268,,33,33,2917.0,16.0,8.0,24.0,15.0,1.0,2.0,5.0,1.0,13.6,11.9,6.2,18.0,45.0,63.0,145.0,0.49,0.25,0.74,0.46,0.71,0.45,0.2,0.65,0.39,0.59,Matches,2024-2025,Gladbach,32.4
Joe Scally,us USA,DF,22-146,,34,32,2752.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,1.1,1.5,52.0,68.0,69.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,2024-2025,Gladbach,30.6
Robin Hack,de GER,"FW,MF",26-272,,34,27,2194.0,4.0,7.0,11.0,4.0,0.0,0.0,4.0,0.0,5.4,5.4,3.6,9.0,51.0,95.0,141.0,0.16,0.29,0.45,0.16,0.45,0.22,0.15,0.38,0.22,0.38,Matches,2024-2025,Gladbach,24.4
Nico Elvedi,ch SUI,DF,28-238,,25,25,2135.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.4,2.5,20.0,55.0,5.0,0.04,0.04,0.08,0.04,0.08,0.09,0.02,0.1,0.09,0.1,Matches,2024-2025,Gladbach,23.7
Alassane Pléa,fr FRA,"MF,FW",32-077,,32,25,1986.0,12.0,5.0,17.0,11.0,1.0,1.0,3.0,0.0,7.4,6.6,3.1,9.8,51.0,116.0,141.0,0.54,0.23,0.77,0.5,0.73,0.35,0.15,0.5,0.31,0.46,Matches,2024-2025,Gladbach,22.1
Lukas Ullrich,de GER,DF,21-071,,27,25,1971.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.9,0.9,1.8,2.7,31.0,39.0,71.0,0.05,0.09,0.14,0.05,0.14,0.04,0.09,0.13,0.04,0.13,Matches,2024-2025,Gladbach,21.9
Rocco Reitz,de GER,MF,22-362,,28,22,1901.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,2.1,3.8,18.0,91.0,30.0,0.09,0.09,0.19,0.09,0.19,0.08,0.1,0.19,0.08,0.19,Matches,2024-2025,Gladbach,21.1
Moritz Nicolas,de GER,GK,27-217,,20,20,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,19.2
Kevin Stöger,at AUT,MF,31-272,,33,18,1726.0,3.0,3.0,6.0,1.0,2.0,2.0,3.0,0.0,3.9,2.3,5.3,7.6,40.0,121.0,95.0,0.16,0.16,0.31,0.05,0.21,0.22,0.31,0.53,0.13,0.44,Matches,2024-2025,Gladbach,19.2
Franck Honorat,fr FRA,FW,28-288,,21,20,1601.0,5.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,4.5,4.5,5.3,9.8,63.0,45.0,124.0,0.28,0.39,0.67,0.28,0.67,0.28,0.33,0.61,0.28,0.61,Matches,2024-2025,Gladbach,17.8
Philipp Sander,de GER,MF,27-094,,29,17,1496.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.6,1.8,16.0,60.0,29.0,0.06,0.0,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12,Matches,2024-2025,Gladbach,16.6
Marvin Friedrich,de GER,DF,29-164,,24,10,1106.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.1,11.0,36.0,3.0,0.0,0.08,0.08,0.0,0.08,0.04,0.06,0.1,0.04,0.1,Matches,2024-2025,Gladbach,12.3
Jonas Omlin,ch SUI,GK,31-136,,13,12,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,11.9
Luca Netz,de GER,DF,22-011,,25,9,1059.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,1.9,2.1,16.0,28.0,55.0,0.08,0.17,0.25,0.08,0.25,0.02,0.18,0.2,0.02,0.2,Matches,2024-2025,Gladbach,11.8
Nathan N'Goumou,cm CMR,FW,25-073,,21,9,853.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,1.3,3.2,30.0,16.0,85.0,0.21,0.11,0.32,0.21,0.32,0.2,0.14,0.34,0.2,0.34,Matches,2024-2025,Gladbach,9.5
Tomáš Čvančara,cz CZE,FW,24-286,,30,7,849.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,3.8,3.8,0.9,4.7,15.0,23.0,50.0,0.21,0.0,0.21,0.21,0.21,0.41,0.1,0.51,0.41,0.51,Matches,2024-2025,Gladbach,9.4
Stefan Lainer,at AUT,DF,32-272,,22,6,779.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,1.0,1.3,25.0,25.0,32.0,0.12,0.0,0.12,0.12,0.12,0.04,0.12,0.15,0.04,0.15,Matches,2024-2025,Gladbach,8.7
Florian Neuhaus,de GER,MF,28-071,,19,3,450.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.9,10.0,27.0,8.0,0.0,0.2,0.2,0.0,0.2,0.14,0.08,0.22,0.14,0.22,Matches,2024-2025,Gladbach,5.0
Fabio Chiarodia,it ITA,DF,19-355,,17,4,442.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,1.0,10.0,1.0,0.2,0.0,0.2,0.2,0.2,0.07,0.1,0.17,0.07,0.17,Matches,2024-2025,Gladbach,4.9
Tiago Cardoso,lu LUX,GK,19-049,,5,4,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,4.2
Shiō Fukuda,jp JPN,FW,21-048,,6,0,60.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,1.0,3.0,1.5,0.0,1.5,1.5,1.5,0.65,0.0,0.65,0.65,0.65,Matches,2024-2025,Gladbach,0.7
Tobias Sippel,de GER,GK,37-065,,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,0.7
Grant Ranos,am ARM,FW,21-310,,2,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,0.2
Noah Pesch,hr CRO,FW,20-008,,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2024-2025,Gladbach,0.1
Manu Koné,fr FRA,MF,24-009,,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2024-2025,Gladbach,0.1
Veit Stange,de GER,MF,21-107,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,Gladbach,
Charles Herrmann,de GER,FW,19-125,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,Gladbach,
Niklas Swider,de GER,MF,18-141,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2024-2025,Gladbach,
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,,
Yann Sommer,ch SUI,GK,29,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Gladbach,
Thorgan Hazard,be BEL,"FW,MF",25,35,35,3053.0,33.9,13.0,12.0,25.0,9.0,4.0,6.0,1.0,0.0,9.8,5.9,8.9,14.8,167.0,130.0,321.0,0.38,0.35,0.74,0.27,0.62,0.31,0.28,0.59,0.18,0.46,Matches,2018-2019,Gladbach,
Oscar Wendt,se SWE,DF,32,34,32,2878.0,32.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,2.5,3.0,50.0,151.0,141.0,0.03,0.06,0.09,0.03,0.09,0.02,0.08,0.1,0.02,0.1,Matches,2018-2019,Gladbach,
Nico Elvedi,ch SUI,DF,21,31,31,2713.0,30.1,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.7,2.1,53.0,118.0,11.0,0.07,0.03,0.1,0.07,0.1,0.05,0.02,0.07,0.05,0.07,Matches,2018-2019,Gladbach,
Alassane Pléa,fr FRA,FW,25,35,29,2593.0,28.8,15.0,4.0,19.0,15.0,0.0,0.0,2.0,0.0,10.4,10.3,2.8,13.1,65.0,63.0,214.0,0.52,0.14,0.66,0.52,0.66,0.38,0.1,0.48,0.37,0.47,Matches,2018-2019,Gladbach,
Matthias Ginter,de GER,DF,24,29,29,2559.0,28.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.8,1.8,1.0,2.8,61.0,151.0,19.0,0.07,0.0,0.07,0.07,0.07,0.07,0.04,0.11,0.07,0.11,Matches,2018-2019,Gladbach,
Tobias Strobl,de GER,"MF,DF",28,30,27,2383.0,26.5,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.6,17.0,121.0,10.0,0.0,0.15,0.15,0.0,0.15,0.04,0.06,0.1,0.04,0.1,Matches,2018-2019,Gladbach,
Florian Neuhaus,de GER,MF,21,34,27,2196.0,24.4,4.0,8.0,12.0,4.0,0.0,0.0,5.0,0.0,5.7,5.7,3.1,8.9,62.0,120.0,116.0,0.16,0.33,0.49,0.16,0.49,0.25,0.14,0.39,0.25,0.39,Matches,2018-2019,Gladbach,
Jonas Hofmann,de GER,MF,26,29,23,2075.0,23.1,6.0,8.0,14.0,5.0,1.0,2.0,2.0,0.0,5.5,3.9,3.3,7.3,58.0,145.0,117.0,0.26,0.35,0.61,0.22,0.56,0.26,0.16,0.42,0.19,0.34,Matches,2018-2019,Gladbach,
Denis Zakaria,ch SUI,MF,21,32,21,1975.0,21.9,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,3.8,3.8,0.7,4.5,56.0,90.0,82.0,0.18,0.0,0.18,0.18,0.18,0.18,0.03,0.21,0.18,0.21,Matches,2018-2019,Gladbach,
Lars Stindl,de GER,"FW,MF",29,22,20,1598.0,17.8,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.3,2.3,2.5,4.8,20.0,85.0,104.0,0.17,0.06,0.23,0.17,0.23,0.14,0.15,0.29,0.14,0.29,Matches,2018-2019,Gladbach,
Michael Lang,ch SUI,DF,27,18,16,1345.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,1.9,0.4,2.3,23.0,57.0,59.0,0.07,0.0,0.07,0.07,0.07,0.13,0.03,0.16,0.13,0.16,Matches,2018-2019,Gladbach,
Christoph Kramer,de GER,MF,27,19,14,1226.0,13.6,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,0.8,1.9,15.0,72.0,17.0,0.15,0.07,0.22,0.15,0.22,0.08,0.07,0.15,0.08,0.15,Matches,2018-2019,Gladbach,
Patrick Herrmann,de GER,"FW,DF",27,26,11,1147.0,12.7,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,1.5,1.5,3.0,4.4,42.0,43.0,110.0,0.24,0.24,0.47,0.24,0.47,0.12,0.25,0.37,0.12,0.37,Matches,2018-2019,Gladbach,
Tony Jantschke,de GER,DF,28,15,11,1023.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,7.0,36.0,2.0,0.0,0.18,0.18,0.0,0.18,0.02,0.03,0.06,0.02,0.06,Matches,2018-2019,Gladbach,
Fabian Johnson,us USA,"DF,FW",30,18,11,1012.0,11.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.5,1.6,20.0,43.0,43.0,0.09,0.0,0.09,0.09,0.09,0.09,0.05,0.14,0.09,0.14,Matches,2018-2019,Gladbach,
Jordan Beyer,de GER,DF,18,10,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,10.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06,Matches,2018-2019,Gladbach,
Raffael,br BRA,FW,33,14,6,610.0,6.8,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,2.1,2.1,1.3,3.4,16.0,24.0,39.0,0.74,0.15,0.89,0.74,0.89,0.35,0.22,0.57,0.35,0.57,Matches,2018-2019,Gladbach,
Ibrahima Traoré,gn GUI,"FW,MF",30,17,5,597.0,6.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,2.7,3.6,18.0,29.0,65.0,0.0,0.3,0.3,0.0,0.3,0.13,0.45,0.58,0.13,0.58,Matches,2018-2019,Gladbach,
Mickaël Cuisance,fr FRA,MF,18,13,1,325.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,8.0,20.0,19.0,0.0,0.28,0.28,0.0,0.28,0.14,0.09,0.23,0.14,0.23,Matches,2018-2019,Gladbach,
Josip Drmić,ch SUI,FW,25,5,2,222.0,2.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,1.4,7.0,1.0,18.0,0.81,0.0,0.81,0.81,0.81,0.56,0.01,0.57,0.56,0.57,Matches,2018-2019,Gladbach,
Tobias Sippel,de GER,GK,30,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches,2018-2019,Gladbach,
